Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2012,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,PE,XX,1,,feet,,P,I
2012,I,Acipenser sturio,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,SG,FR,330,,medicine,,T,I
2012,I,Alouatta pigra,Mammalia,Primates,Atelidae,Alouatta,US,GT,,14,,bone carvings,,Q,I
2012,I,Eubalaena japonica,Mammalia,Cetacea,Balaenidae,Eubalaena,US,CA,,5,,specimens,g,S,I
2012,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,IS,,1.1,,unspecified,kg,T,I
2012,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NO,,1,,meat,,P,I
2012,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,CA,US,2,,hair,,P,I
2012,I,Balaenopteridae spp.,Mammalia,Cetacea,Balaenopteridae,,US,SE,,1,,meat,,P,I
2012,I,Bos mutus,Mammalia,Artiodactyla,Bovidae,Bos,US,CN,XX,5,,medicine,,P,I
2012,I,Bos mutus,Mammalia,Artiodactyla,Bovidae,Bos,US,HK,XX,8,,medicine,,P,I
2012,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,KH,,6,,meat,,P,I
2012,I,Capricornis milneedwardsii,Mammalia,Artiodactyla,Bovidae,Capricornis,US,LA,,7,,horns,,P,I
2012,I,Capricornis sumatraensis,Mammalia,Artiodactyla,Bovidae,Capricornis,US,LA,,1,,horns,,M,I
2012,I,Capricornis sumatraensis,Mammalia,Artiodactyla,Bovidae,Capricornis,US,LA,,1,,horns,,P,I
2012,I,Pantholops hodgsonii,Mammalia,Artiodactyla,Bovidae,Pantholops,US,CH,XX,4,,garments,,L,I
2012,I,Pantholops hodgsonii,Mammalia,Artiodactyla,Bovidae,Pantholops,US,CH,XX,5,,garments,,S,I
2012,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,CN,US,43,,live,,T,I
2012,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,US,CL,,1,,feathers,,P,I
2012,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,GB,XX,1,,shells,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,AU,,2,,carapaces,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BR,,2,,bone pieces,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CU,,1,,skulls,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FR,XX,1,,carapaces,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GD,,1.28,,meat,kg,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,HT,,2,,shells,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KE,,1,,unspecified,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,MX,,2,,leather products (small),,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,MX,,1,,scales,,P,I
2012,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,TO,,3,,carapaces,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,AG,FM,4,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,AU,PG,19,,shells,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CO,AR,1,,skulls,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,CR,,1,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,DO,,1,,bodies,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,ES,XX,3,,shells,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,75,,leather products (small),,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,10,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,31,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FM,,5,,shells,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,FR,XX,1,,leather products (small),,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,25,,carapaces,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,shells,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,1,,unspecified,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GD,,1,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HK,XX,1,,leather products (small),,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,,18,,eggs,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,HN,,4,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,ID,,1,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,IR,,1,,trophies,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,JP,XX,1,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KE,,1,,carapaces,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,KY,,908,,meat,g,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MH,,15,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,4,,bones,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,22,,leather products (small),,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,2,,leather products (small),,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,10,,oil,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,MX,,2,,soup,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,XX,33,,eggs,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,,12,,eggs,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,NI,,6,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PE,,25,,eggs,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PE,,2,,scales,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PH,XX,1,,unspecified,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,28,,leather products (small),,M,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,72,,leather products (small),,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,PW,,4,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SB,,6,,leather products (small),,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SL,,1,,shells,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,10,,eggs,,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,24,,eggs,,T,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,822,,meat,g,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,SV,,2.5,,meat,kg,P,I
2012,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,VN,,1,,carapaces,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,AU,XX,7,,shells,,Q,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,AU,,1,,carapaces,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,CO,,3,,carvings,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,DO,,1,,carapaces,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GB,XX,1,,leather products (small),,T,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GB,XX,1,,shells,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GB,XX,2,,shells,,T,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GB,XX,1,,unspecified,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,KR,XX,1,,shells,,T,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,TO,,2,,carapaces,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,TO,,4,,carvings,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,VN,XX,2,,bodies,,P,I
2012,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,VN,XX,15,,shells,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,CA,,2,,medicine,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,CN,XX,471,,medicine,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,CN,XX,120,,medicine,,T,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,CN,,423,,medicine,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,DE,CN,8,,medicine,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,HK,,4,,medicine,,P,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,LK,,6,,medicine,kg,T,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,TW,,1,,medicine,,T,I
2012,I,Saussurea costus,,Asterales,Compositae,Saussurea,US,TW,,200,,powder,g,T,I
2012,I,Crocodylus cataphractus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GQ,,1,,leather products (small),,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CA,XX,1,,leather products (small),,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CA,XX,1,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,CN,XX,3,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,FR,XX,2,,leather products (small),,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GI,XX,1,,leather products (small),,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IT,XX,6,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,KH,XX,1,,skins,,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,MX,XX,4,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NG,,6,,leather products (small),,P,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NG,,1,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NG,,1,,trophies,,H,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NL,XX,1,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ZA,XX,1,,leather products (small),,T,I
2012,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ZA,XX,1,,teeth,,P,I
2012,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,AU,XX,200,,meat,g,P,I
2012,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,AU,XX,50,,meat,g,T,I
2012,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,FR,XX,3,,leather products (small),,P,I
2012,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IT,XX,2,,leather products (small),,T,I
2012,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,,1,,leather products (small),,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,HK,XX,1,,leather products (large),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IT,TH,2,,leather products (small),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,IT,VN,1,,leather products (small),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,KH,,5,,bodies,,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,KR,XX,1,,leather products (small),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,PH,TH,1,,leather products (large),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,PH,TH,2,,leather products (small),,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,XX,1,,leather products (large),,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,,3,,leather products (large),,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,,5,,leather products (small),,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,VN,TH,10,,bodies,,T,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,VN,XX,2,,bodies,,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,VN,,1,,bodies,,P,I
2012,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,VN,,3,,leather products (small),,P,I
2012,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,US,AM,XX,1,,bodies,,P,I
2012,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,US,CG,,1,,leather products (small),,P,I
2012,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,US,CG,,1,,skulls,,P,I
2012,I,Osteolaemus tetraspis,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,US,NG,,1,,leather products (small),,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,NA,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BE,XX,1,,tusks,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BI,XX,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,BO,XX,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CA,XX,2,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,XX,4,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CN,XX,7,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DE,XX,2,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,DK,XX,2,,ivory pieces,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,EG,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,2,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,FR,XX,4,,ivory pieces,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,25,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,31,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,leather products (small),,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,tusks,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,unspecified,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,XX,1,,unspecified,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,GB,ZA,1,,bones,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ID,TH,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IE,XX,3,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IL,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,IT,XX,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,,6,,hair,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,,9,,hair,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KR,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,293,,meat,g,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LA,,1,,unspecified,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,LB,XX,53,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,MX,XX,2,,leather products (small),,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,NL,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PT,XX,2,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,PT,XX,3,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SA,XX,1,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,SY,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,TH,XX,4,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,VN,XX,1,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,VN,,2,,ivory carvings,,P,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,XX,,5,,ivory carvings,,T,I
2012,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,,1,,bones,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,DE,XX,2,,ivory carvings,,T,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,1,,ivory carvings,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,GB,XX,291,,ivory carvings,,T,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,TH,,82,,ivory carvings,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,TH,,1,,unspecified,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,VN,XX,3,,ivory carvings,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,VN,XX,1,,skin pieces,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,VN,,4,,ivory carvings,,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,VN,,170,,meat,g,P,I
2012,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,XX,,7,,bone pieces,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AU,XX,8,,ivory carvings,,Q,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AU,XX,23,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BE,CD,3,,tusks,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,BW,,5,,tusks,,H,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,XX,7,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,ZW,39,,specimens,,S,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ES,NA,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ES,XX,11,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,TD,1,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,TD,1,,leather products (small),,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,53,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,FR,XX,2,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,NA,2,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,4,,feet,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2,,hair products,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,94,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,12,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,1,,ivory pieces,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GB,XX,2,,tusks,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GE,XX,1,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GH,,6,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GR,XX,11,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GR,XX,7,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,GR,XX,1,,leather products (small),,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IE,XX,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,IE,XX,2,,tusks,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MX,XX,2,,leather products (small),,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MX,XX,3,,leather products (small),,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NG,,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,NG,,7,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,TZ,,4,,hair,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,TZ,,5,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UY,XX,4,,ivory carvings,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,CM,2,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,TZ,1,,feet,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,TZ,1,,tails,,H,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,6,,bones,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,hair products,,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,1,,ivory carvings,,P,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,leather products (large),,T,I
2012,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,8,,leather products (small),,T,I
2012,I,Equus grevyi,Mammalia,Perissodactyla,Equidae,Equus,US,CN,US,1,,skins,,T,I
2012,I,Equus grevyi,Mammalia,Perissodactyla,Equidae,Equus,US,NL,XX,1,,bodies,,T,I
2012,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,US,NG,,1,,skin pieces,,T,I
2012,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,US,ZA,,1,,skins,,P,I
